failed_logins,requests_per_minute,records_accessed,unique_endpoints,session_duration_min,device_changes,error_rate,unusual_access_time,endpoint_enumeration,attack_label
10,111,18,16,10,1,0.155,0,1,reconnaissance
0,11,2,1,28,0,0.003,0,0,benign
1,13,3,2,31,0,0.005,0,0,benign
1,15,3,4,17,0,0.014,0,0,benign
6,321,131,26,4,2,0.323,1,1,suspicious_data_access
0,7,3,2,23,0,0.002,0,0,benign
7,324,88,27,3,4,0.142,1,1,suspicious_data_access
0,13,3,4,23,0,0.005,0,0,benign
0,13,1,3,34,0,0.021,0,0,benign
11,76,21,20,19,1,0.214,1,1,reconnaissance
7,275,92,30,4,3,0.298,1,1,suspicious_data_access
1,23,3,4,34,0,0.007,1,0,benign
0,12,3,1,41,0,0.032,0,0,benign
1,3,1,6,26,1,0.001,0,0,benign
4,130,21,19,10,2,0.124,1,1,reconnaissance
0,10,4,3,34,0,0.0,0,0,benign
1,9,2,3,20,0,0.008,0,0,benign
14,128,15,19,15,1,0.154,1,1,reconnaissance
2,9,3,1,27,0,0.009,0,0,benign
6,273,164,21,5,4,0.21,1,1,suspicious_data_access
33,60,9,7,7,0,0.464,0,1,brute_force
0,12,2,2,28,0,0.002,0,0,benign
4,251,141,33,5,2,0.228,1,1,suspicious_data_access
0,6,4,2,26,0,0.01,0,0,benign
11,282,86,33,4,3,0.162,1,1,suspicious_data_access
7,122,11,26,19,1,0.153,1,1,reconnaissance
0,3,3,3,18,0,0.018,0,0,benign
6,136,27,22,17,1,0.173,0,1,reconnaissance
0,9,1,3,14,0,0.019,0,0,benign
10,211,82,40,5,4,0.354,1,1,suspicious_data_access
10,250,64,41,6,4,0.36,0,1,suspicious_data_access
0,12,3,4,16,0,0.008,0,0,benign
9,89,21,23,13,2,0.187,1,1,reconnaissance
1,3,1,5,29,0,0.008,0,0,benign
0,14,4,5,33,0,0.038,0,0,benign
1,21,3,5,31,0,0.002,0,0,benign
10,286,95,27,5,3,0.371,1,1,suspicious_data_access
0,16,4,4,20,0,0.007,0,0,benign
0,12,3,4,10,0,0.06,0,0,benign
2,9,3,1,36,0,0.026,0,0,benign
0,6,2,1,35,0,0.01,0,0,benign
0,5,1,4,31,0,0.025,0,0,benign
0,19,1,3,53,0,0.06,0,0,benign
2,3,1,4,31,0,0.009,0,0,benign
0,19,2,5,30,0,0.01,0,0,benign
53,38,4,6,3,2,0.28,0,0,brute_force
64,34,14,8,12,2,0.546,1,0,brute_force
0,17,3,6,19,0,0.01,0,0,benign
0,13,4,2,23,0,0.015,0,0,benign
0,22,2,6,10,0,0.018,0,0,benign
13,229,118,33,4,3,0.305,1,1,suspicious_data_access
5,60,28,17,20,1,0.223,0,1,reconnaissance
4,258,111,22,6,3,0.375,0,1,suspicious_data_access
0,10,2,3,24,0,0.028,0,0,benign
14,141,24,13,10,1,0.191,0,1,reconnaissance
1,13,3,2,27,0,0.004,0,0,benign
1,10,3,2,48,0,0.004,0,0,benign
0,15,5,2,43,0,0.017,0,0,benign
9,291,110,29,6,3,0.287,0,1,suspicious_data_access
15,311,101,19,3,3,0.441,1,1,suspicious_data_access
2,4,3,6,24,0,0.003,0,0,benign
0,11,2,6,43,0,0.002,0,0,benign
0,3,3,4,26,0,0.003,0,0,benign
42,59,11,9,7,2,0.553,1,0,brute_force
5,342,116,25,6,2,0.267,1,1,suspicious_data_access
3,13,3,2,26,1,0.011,0,0,benign
43,68,10,7,6,2,0.449,0,0,brute_force
27,52,7,8,12,1,0.686,1,1,brute_force
70,48,10,9,10,1,0.478,1,0,brute_force
16,96,20,18,15,1,0.107,1,1,reconnaissance
14,299,117,30,7,3,0.308,0,1,suspicious_data_access
11,247,123,18,4,2,0.292,1,1,suspicious_data_access
2,11,2,2,45,0,0.021,0,0,benign
0,3,5,5,32,0,0.009,0,0,benign
56,40,13,6,3,1,0.534,0,0,brute_force
0,12,3,3,16,0,0.007,0,0,benign
1,10,4,3,24,0,0.009,0,0,benign
15,340,56,34,2,4,0.285,1,1,suspicious_data_access
0,10,3,7,37,0,0.056,0,0,benign
58,61,9,4,4,2,0.384,1,0,brute_force
13,441,87,24,7,3,0.29,1,1,suspicious_data_access
22,68,9,6,3,0,0.499,1,0,brute_force
1,19,2,1,38,0,0.013,0,0,benign
13,189,31,11,17,1,0.147,0,1,reconnaissance
0,3,5,2,21,0,0.013,0,0,benign
0,17,3,3,29,0,0.002,0,0,benign
2,15,4,2,24,0,0.01,0,0,benign
5,260,121,18,7,2,0.304,1,1,suspicious_data_access
22,74,11,7,11,1,0.349,1,0,brute_force
2,12,4,7,35,0,0.016,0,0,benign
0,3,6,3,32,0,0.008,0,0,benign
22,59,4,7,3,1,0.537,1,1,brute_force
7,96,24,13,11,1,0.08,1,1,reconnaissance
0,10,4,4,34,0,0.018,0,0,benign
0,17,2,4,21,0,0.015,0,0,benign
0,12,1,4,34,0,0.017,0,0,benign
47,46,4,7,6,1,0.527,1,0,brute_force
0,5,1,4,19,0,0.007,0,0,benign
0,8,3,4,24,0,0.027,0,0,benign
22,57,14,4,8,1,0.455,1,0,brute_force
4,222,108,31,4,3,0.191,1,1,suspicious_data_access
4,278,144,35,4,3,0.268,1,1,suspicious_data_access
0,14,1,6,25,0,0.028,0,0,benign
59,26,7,5,5,0,0.709,1,1,brute_force
0,12,4,4,32,0,0.012,0,0,benign
86,69,5,5,14,0,0.474,1,0,brute_force
0,16,2,2,45,0,0.007,0,0,benign
0,20,1,6,26,0,0.002,0,0,benign
42,64,11,8,9,0,0.563,1,1,brute_force
17,174,20,25,21,1,0.184,1,1,reconnaissance
30,54,9,4,10,1,0.562,1,0,brute_force
10,98,19,19,14,1,0.106,0,1,reconnaissance
0,8,3,1,33,0,0.043,0,0,benign
1,11,4,3,33,0,0.016,0,0,benign
3,90,17,20,7,2,0.131,1,1,reconnaissance
2,18,1,1,18,0,0.01,0,0,benign
19,295,112,34,7,2,0.355,1,1,suspicious_data_access
11,202,114,27,5,2,0.169,1,1,suspicious_data_access
37,66,13,4,9,0,0.362,1,0,brute_force
1,4,4,4,26,0,0.019,0,0,benign
7,110,28,22,10,1,0.127,0,1,reconnaissance
0,13,3,3,29,0,0.026,0,0,benign
17,68,11,12,10,2,0.196,1,1,reconnaissance
18,282,50,28,7,4,0.273,1,1,suspicious_data_access
3,130,15,13,8,1,0.188,0,1,reconnaissance
7,161,146,31,4,2,0.174,0,1,suspicious_data_access
13,81,26,15,10,1,0.15,0,1,reconnaissance
0,12,3,3,43,0,0.032,0,0,benign
0,3,4,2,28,0,0.032,0,0,benign
10,142,22,11,19,1,0.244,0,1,reconnaissance
2,20,3,3,22,0,0.014,0,0,benign
2,6,5,4,34,0,0.022,0,0,benign
1,13,2,4,34,0,0.007,0,0,benign
36,59,6,7,5,0,0.433,1,0,brute_force
0,3,1,2,19,0,0.019,0,0,benign
0,10,1,6,11,0,0.021,0,0,benign
4,252,84,23,5,3,0.321,1,1,suspicious_data_access
0,19,1,3,37,0,0.01,0,0,benign
68,42,6,6,6,1,0.338,0,0,brute_force
11,96,23,13,12,1,0.275,0,1,reconnaissance
0,14,3,2,11,0,0.024,0,0,benign
3,4,3,3,36,0,0.003,0,0,benign
59,77,16,8,10,0,0.464,1,0,brute_force
0,23,2,3,10,0,0.001,0,0,benign
8,123,14,11,13,1,0.266,1,1,reconnaissance
2,15,1,4,14,0,0.018,0,0,benign
11,335,121,39,6,2,0.282,1,1,suspicious_data_access
0,16,6,4,10,0,0.003,0,0,benign
0,14,2,3,32,0,0.005,0,0,benign
9,60,16,22,20,1,0.138,0,1,reconnaissance
0,15,1,5,40,1,0.011,0,0,benign
9,152,23,22,10,2,0.14,0,1,reconnaissance
0,3,1,3,44,0,0.005,0,0,benign
1,6,2,6,26,0,0.012,1,0,benign
0,12,4,5,23,0,0.018,0,0,benign
1,20,4,4,34,0,0.04,0,0,benign
46,31,10,8,9,1,0.374,0,0,brute_force
10,122,21,15,9,2,0.211,0,1,reconnaissance
0,11,5,6,26,0,0.0,0,0,benign
1,14,1,4,35,0,0.002,0,0,benign
0,20,4,5,38,0,0.01,0,0,benign
16,237,105,40,3,3,0.364,1,1,suspicious_data_access
0,17,1,2,39,0,0.003,0,0,benign
11,145,33,19,14,1,0.135,1,1,reconnaissance
0,14,4,3,26,0,0.056,0,0,benign
12,168,11,15,21,1,0.167,1,1,reconnaissance
0,14,4,7,40,0,0.005,0,0,benign
0,15,3,3,33,1,0.001,0,0,benign
0,8,2,4,44,0,0.001,0,0,benign
27,50,10,5,6,1,0.633,1,0,brute_force
11,129,23,19,16,1,0.171,1,1,reconnaissance
3,11,1,3,10,0,0.017,0,0,benign
0,11,3,2,25,0,0.022,0,0,benign
0,15,2,4,28,0,0.031,0,0,benign
53,40,5,7,6,2,0.452,1,0,brute_force
16,275,144,32,6,2,0.391,1,1,suspicious_data_access
0,22,3,6,22,0,0.005,0,0,benign
4,348,108,26,6,2,0.261,0,1,suspicious_data_access
14,323,135,31,7,4,0.285,1,1,suspicious_data_access
1,8,4,2,19,1,0.013,0,0,benign
18,111,21,11,15,2,0.081,1,1,reconnaissance
4,253,86,44,8,4,0.338,1,1,suspicious_data_access
6,132,12,19,11,2,0.08,1,1,reconnaissance
0,13,5,2,48,0,0.007,0,0,benign
1,22,3,3,33,0,0.001,0,0,benign
33,41,13,4,7,2,0.622,1,0,brute_force
14,365,91,21,3,3,0.257,1,1,suspicious_data_access
3,9,1,5,42,0,0.011,0,0,benign
22,50,8,6,8,1,0.475,1,1,brute_force
0,17,4,2,26,0,0.018,0,0,benign
8,158,19,15,10,1,0.213,1,1,reconnaissance
0,12,3,4,31,0,0.014,0,0,benign
38,66,10,6,5,1,0.434,1,0,brute_force
66,75,7,8,7,1,0.68,1,1,brute_force
11,395,87,30,3,2,0.304,1,1,suspicious_data_access
45,42,9,7,9,2,0.68,0,1,brute_force
14,83,19,15,18,2,0.154,1,1,reconnaissance
1,12,2,2,30,0,0.014,0,0,benign
9,187,28,15,14,1,0.18,0,1,reconnaissance
3,108,24,20,21,1,0.137,1,1,reconnaissance
0,10,2,1,20,0,0.022,0,0,benign
3,60,21,24,15,1,0.211,1,1,reconnaissance
0,17,3,2,40,0,0.019,0,0,benign
11,157,13,24,14,1,0.192,1,1,reconnaissance
66,53,4,7,10,1,0.497,1,0,brute_force
13,108,30,22,14,1,0.192,0,1,reconnaissance
0,13,2,4,28,0,0.015,0,0,benign
22,219,134,38,5,3,0.228,1,1,suspicious_data_access
2,14,2,4,19,0,0.01,0,0,benign
47,25,19,6,6,0,0.493,1,0,brute_force
1,9,1,3,28,0,0.029,0,0,benign
6,135,14,10,10,2,0.142,1,1,reconnaissance
0,13,4,4,38,0,0.006,0,0,benign
11,295,132,28,4,3,0.262,1,1,suspicious_data_access
44,72,15,6,10,2,0.544,1,0,brute_force
32,64,12,11,13,0,0.34,1,1,brute_force
0,17,1,1,25,0,0.009,0,0,benign
9,101,32,11,14,2,0.206,0,1,reconnaissance
0,12,1,4,53,0,0.03,0,0,benign
52,63,20,6,8,1,0.732,1,0,brute_force
18,285,92,38,4,2,0.187,1,1,suspicious_data_access
15,135,23,25,18,1,0.138,1,1,reconnaissance
28,66,12,8,6,0,0.739,1,0,brute_force
0,11,5,6,32,0,0.008,0,0,benign
0,12,3,1,35,0,0.013,0,0,benign
40,65,9,6,5,1,0.503,1,0,brute_force
0,3,1,4,38,0,0.006,0,0,benign
6,142,13,10,12,1,0.236,0,1,reconnaissance
0,13,4,4,17,0,0.016,0,0,benign
4,342,57,20,3,2,0.301,1,1,suspicious_data_access
1,13,4,2,43,0,0.009,0,0,benign
0,17,6,2,34,0,0.003,0,0,benign
11,112,19,17,11,1,0.262,0,1,reconnaissance
0,3,4,1,37,0,0.004,0,0,benign
0,16,3,4,35,0,0.039,0,0,benign
8,135,29,17,13,1,0.214,0,1,reconnaissance
60,68,9,9,7,1,0.525,0,1,brute_force
11,363,95,30,3,3,0.328,0,1,suspicious_data_access
0,15,1,4,33,0,0.05,0,0,benign
5,136,25,17,19,2,0.167,1,1,reconnaissance
0,8,1,3,38,0,0.011,0,0,benign
16,320,73,33,2,3,0.409,1,1,suspicious_data_access
0,6,4,3,13,0,0.002,0,0,benign
0,11,3,2,46,0,0.06,0,0,benign
39,47,8,7,5,1,0.419,1,1,brute_force
12,370,70,26,6,3,0.303,1,1,suspicious_data_access
11,298,72,45,3,3,0.315,1,1,suspicious_data_access
17,132,28,17,13,2,0.235,0,1,reconnaissance
0,20,2,4,28,0,0.007,0,0,benign
0,11,3,4,21,0,0.016,0,0,benign
0,5,2,3,45,0,0.007,0,0,benign
0,12,1,5,32,0,0.006,0,0,benign
12,132,19,13,13,2,0.229,0,1,reconnaissance
0,7,2,1,10,0,0.013,0,0,benign
6,309,52,35,2,3,0.12,1,1,suspicious_data_access
0,14,1,2,45,0,0.003,0,0,benign
0,17,4,3,24,0,0.006,0,0,benign
0,3,2,4,19,0,0.02,0,0,benign
0,8,2,5,28,0,0.027,0,0,benign
4,320,116,32,5,3,0.219,1,1,suspicious_data_access
7,291,78,24,5,3,0.407,0,1,suspicious_data_access
